Sampling_Time,Site,Species,SH_Tide,SH_Temp,Bag,Rep,L/W,Size_cm
6,TBOC,M. gigas,No Tide,21,35,9,W,2.166
6,TBOC,M. gigas,No Tide,21,35,10,L,4.007
6,TBOC,M. gigas,No Tide,21,35,10,W,2.633
6,TBOC,M. gigas,No Tide,21,36,1,L,5.004
6,TBOC,M. gigas,No Tide,21,36,1,W,2.359
6,TBOC,M. gigas,No Tide,21,36,2,L,3.883
6,TBOC,M. gigas,No Tide,21,36,2,W,2.371
6,TBOC,M. gigas,No Tide,21,36,3,L,4.77
6,TBOC,M. gigas,No Tide,21,36,3,W,2.86
6,TBOC,M. gigas,No Tide,21,36,4,L,3.927
6,TBOC,M. gigas,No Tide,21,36,4,W,2.274
6,TBOC,M. gigas,No Tide,21,36,5,L,3.157
6,TBOC,M. gigas,No Tide,21,36,5,W,2.429
6,TBOC,M. gigas,No Tide,21,36,6,L,4.799
6,TBOC,M. gigas,No Tide,21,36,6,W,2.244
6,TBOC,M. gigas,No Tide,21,36,7,L,3.692
6,TBOC,M. gigas,No Tide,21,36,7,W,2.481
6,TBOC,M. gigas,No Tide,21,36,8,L,4.245
6,TBOC,M. gigas,No Tide,21,36,8,W,2.168
6,TBOC,M. gigas,No Tide,21,36,9,L,3.34
6,TBOC,M. gigas,No Tide,21,36,9,W,2.009
6,TBOC,M. gigas,No Tide,21,36,10,L,4.231
6,TBOC,M. gigas,No Tide,21,36,10,W,2.374
